Simulation Time,Node,Data Length,Error rate,SNIR
0.079174943999,wirelessHost[0],464,0,17289.4
0.079174943999,wirelessHost[0],464,0,17289.4
0.079175083426,wirelessHost[1],464,0,8910.99
0.079175083426,wirelessHost[1],464,0,8910.99
0.079175391918,wirelessHost[2],464,0,3378.16
0.079175391918,wirelessHost[2],464,0,3378.16
0.142655484297,wirelessHost[2],272,0,13652.2
0.142655484297,wirelessHost[2],272,0,13652.2
0.142655579242,accessPoint,272,0,8910.99
0.142655579242,accessPoint,272,0,8910.99
0.142655890775,wirelessHost[0],272,0,3352.71
0.142655890775,wirelessHost[0],272,0,3352.71
0.143071934086,wirelessHost[0],464,0,17289.4
0.143071934086,wirelessHost[0],464,0,17289.4
0.143072073513,wirelessHost[1],464,0,8910.99
0.143072073513,wirelessHost[1],464,0,8910.99
0.143072382005,wirelessHost[2],464,0,3378.16
0.143072382005,wirelessHost[2],464,0,3378.16
0.143116472839,wirelessHost[2],176,0,13652.2
0.143116472839,wirelessHost[2],176,0,13652.2
0.143116567784,accessPoint,176,0,8910.99
0.143116567784,accessPoint,176,0,8910.99
0.143116879317,wirelessHost[0],176,0,3352.71
0.143116879317,wirelessHost[0],176,0,3352.71
0.179174943999,wirelessHost[0],464,0,17289.4
0.179174943999,wirelessHost[0],464,0,17289.4
0.179175083426,wirelessHost[1],464,0,8910.99
0.179175083426,wirelessHost[1],464,0,8910.99
0.179175391918,wirelessHost[2],464,0,3378.16
0.179175391918,wirelessHost[2],464,0,3378.16
0.279174943999,wirelessHost[0],464,0,17289.4
0.279174943999,wirelessHost[0],464,0,17289.4
0.279175083426,wirelessHost[1],464,0,8910.99
0.279175083426,wirelessHost[1],464,0,8910.99
0.279175391918,wirelessHost[2],464,0,3378.16
0.279175391918,wirelessHost[2],464,0,3378.16
0.342604002671,wirelessHost[1],272,0,13652.2
0.342604002671,wirelessHost[1],272,0,13652.2
0.342604406108,accessPoint,272,0,3378.16
0.342604406108,accessPoint,272,0,3378.16
0.342604628454,wirelessHost[0],272,0,2071.65
0.342604628454,wirelessHost[0],272,0,2071.65
0.343300760952,wirelessHost[0],464,0,17289.4
0.343300760952,wirelessHost[0],464,0,17289.4
0.343300900379,wirelessHost[1],464,0,8910.99
0.343300900379,wirelessHost[1],464,0,8910.99
0.343301208871,wirelessHost[2],464,0,3378.16
0.343301208871,wirelessHost[2],464,0,3378.16
0.343345608197,wirelessHost[1],176,0,13652.2
0.343345608197,wirelessHost[1],176,0,13652.2
0.343346011634,accessPoint,176,0,3378.16
0.343346011634,accessPoint,176,0,3378.16
0.34334623398,wirelessHost[0],176,0,2071.65
0.34334623398,wirelessHost[0],176,0,2071.65
0.379174943999,wirelessHost[0],464,0,17289.4
0.379174943999,wirelessHost[0],464,0,17289.4
0.379175083426,wirelessHost[1],464,0,8910.99
0.379175083426,wirelessHost[1],464,0,8910.99
0.379175391918,wirelessHost[2],464,0,3378.16
0.379175391918,wirelessHost[2],464,0,3378.16
0.399609230249,accessPoint,272,0,17289.4
0.399609230249,accessPoint,272,0,17289.4
0.399609681209,wirelessHost[1],272,0,3352.71
0.399609681209,wirelessHost[1],272,0,3352.71
0.399609900514,wirelessHost[2],272,0,2071.65
0.399609900514,wirelessHost[2],272,0,2071.65
0.400145585093,wirelessHost[0],464,0,17289.4
0.400145585093,wirelessHost[0],464,0,17289.4
0.40014572452,wirelessHost[1],464,0,8910.99
0.40014572452,wirelessHost[1],464,0,8910.99
0.400146033012,wirelessHost[2],464,0,3378.16
0.400146033012,wirelessHost[2],464,0,3378.16
0.400189939937,accessPoint,176,0,17289.4
0.400189939937,accessPoint,176,0,17289.4
0.400190390897,wirelessHost[1],176,0,3352.71
0.400190390897,wirelessHost[1],176,0,3352.71
0.400190610202,wirelessHost[2],176,0,2071.65
0.400190610202,wirelessHost[2],176,0,2071.65
0.442659484297,wirelessHost[2],368,0,13652.2
0.442659484297,wirelessHost[2],368,0,13652.2
0.442659579242,accessPoint,368,0,8910.99
0.442659579242,accessPoint,368,0,8910.99
0.442659890775,wirelessHost[0],368,0,3352.71
0.442659890775,wirelessHost[0],368,0,3352.71
0.442703934086,wirelessHost[0],176,0,17289.4
0.442703934086,wirelessHost[0],176,0,17289.4
0.442704073513,wirelessHost[1],176,0,8910.99
0.442704073513,wirelessHost[1],176,0,8910.99
0.442704382005,wirelessHost[2],176,0,3378.16
0.442704382005,wirelessHost[2],176,0,3378.16
0.443195934086,wirelessHost[0],368,0,17289.4
0.443195934086,wirelessHost[0],368,0,17289.4
0.443196073513,wirelessHost[1],368,0,8910.99
0.443196073513,wirelessHost[1],368,0,8910.99
0.443196382005,wirelessHost[2],368,0,3378.16
0.443196382005,wirelessHost[2],368,0,3378.16
0.443240472839,wirelessHost[2],176,0,13652.2
0.443240472839,wirelessHost[2],176,0,13652.2
0.443240567784,accessPoint,176,0,8910.99
0.443240567784,accessPoint,176,0,8910.99
0.443240879317,wirelessHost[0],176,0,3352.71
0.443240879317,wirelessHost[0],176,0,3352.71
0.443392472839,wirelessHost[2],368,0,13652.2
0.443392472839,wirelessHost[2],368,0,13652.2
0.443392567784,accessPoint,368,0,8910.99
0.443392567784,accessPoint,368,0,8910.99
0.443392879317,wirelessHost[0],368,0,3352.71
0.443392879317,wirelessHost[0],368,0,3352.71
0.443436922628,wirelessHost[0],176,0,17289.4
0.443436922628,wirelessHost[0],176,0,17289.4
0.443437062055,wirelessHost[1],176,0,8910.99
0.443437062055,wirelessHost[1],176,0,8910.99
0.443437370547,wirelessHost[2],176,0,3378.16
0.443437370547,wirelessHost[2],176,0,3378.16
0.443708922628,wirelessHost[0],368,0,17289.4
0.443708922628,wirelessHost[0],368,0,17289.4
0.443709062055,wirelessHost[1],368,0,8910.99
0.443709062055,wirelessHost[1],368,0,8910.99
0.443709370547,wirelessHost[2],368,0,3378.16
0.443709370547,wirelessHost[2],368,0,3378.16
0.443753461381,wirelessHost[2],176,0,13652.2
0.443753461381,wirelessHost[2],176,0,13652.2
0.443753556326,accessPoint,176,0,8910.99
0.443753556326,accessPoint,176,0,8910.99
0.443753867859,wirelessHost[0],176,0,3352.71
0.443753867859,wirelessHost[0],176,0,3352.71
0.443845461381,wirelessHost[2],368,0,13652.2
0.443845461381,wirelessHost[2],368,0,13652.2
0.443845556326,accessPoint,368,0,8910.99
0.443845556326,accessPoint,368,0,8910.99
0.443845867859,wirelessHost[0],368,0,3352.71
0.443845867859,wirelessHost[0],368,0,3352.71
0.44388991117,wirelessHost[0],176,0,17289.4
0.44388991117,wirelessHost[0],176,0,17289.4
0.443890050597,wirelessHost[1],176,0,8910.99
0.443890050597,wirelessHost[1],176,0,8910.99
0.443890359089,wirelessHost[2],176,0,3378.16
0.443890359089,wirelessHost[2],176,0,3378.16
0.44428191117,wirelessHost[0],368,0,17289.4
0.44428191117,wirelessHost[0],368,0,17289.4
0.444282050597,wirelessHost[1],368,0,8910.99
0.444282050597,wirelessHost[1],368,0,8910.99
0.444282359089,wirelessHost[2],368,0,3378.16
0.444282359089,wirelessHost[2],368,0,3378.16
0.444326449923,wirelessHost[2],176,0,13652.2
0.444326449923,wirelessHost[2],176,0,13652.2
0.444326544868,accessPoint,176,0,8910.99
0.444326544868,accessPoint,176,0,8910.99
0.444326856401,wirelessHost[0],176,0,3352.71
0.444326856401,wirelessHost[0],176,0,3352.71
0.479174943999,wirelessHost[0],464,0,17289.4
0.479174943999,wirelessHost[0],464,0,17289.4
0.479175083426,wirelessHost[1],464,0,8910.99
0.479175083426,wirelessHost[1],464,0,8910.99
